Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Name
1	Waveform 1	1	3.730162651	5.872648304	883.500	2607.900	PB_trill
1	Spectrogram 1	1	3.730162651	5.872648304	883.500	2607.900	PB_trill
2	Waveform 1	1	23.204297518	23.271460078	415.100	3140.100	fem_resp
2	Spectrogram 1	1	23.204297518	23.271460078	415.100	3140.100	fem_resp
3	Waveform 1	1	47.459965148	47.529992937	766.400	2980.500	fem_resp
3	Spectrogram 1	1	47.459965148	47.529992937	766.400	2980.500	fem_resp
4	Waveform 1	1	63.776112963	65.923076119	777.100	2671.800	PB_trill
4	Spectrogram 1	1	63.776112963	65.923076119	777.100	2671.800	PB_trill
5	Waveform 1	1	92.384865391	92.452027951	691.900	2991.100	fem_resp
5	Spectrogram 1	1	92.384865391	92.452027951	691.900	2991.100	fem_resp
6	Waveform 1	1	123.819474935	125.982109355	681.200	2607.900	PB_trill
6	Spectrogram 1	1	123.819474935	125.982109355	681.200	2607.900	PB_trill
7	Waveform 1	1	150.212307391	150.290663710	915.400	3097.600	fem_resp
7	Spectrogram 1	1	150.212307391	150.290663710	915.400	3097.600	fem_resp
8	Waveform 1	1	166.388655980	166.451341036	819.600	3353.000	fem_resp
8	Spectrogram 1	1	166.388655980	166.451341036	819.600	3353.000	fem_resp
9	Waveform 1	1	183.833733131	185.982935039	851.600	2480.200	PB_trill
9	Spectrogram 1	1	183.833733131	185.982935039	851.600	2480.200	PB_trill
10	Waveform 1	1	203.774175426	203.852531745	979.300	3129.500	fem_resp
10	Spectrogram 1	1	203.774175426	203.852531745	979.300	3129.500	fem_resp
11	Waveform 1	1	205.790048817	205.854972625	766.400	3140.100	fem_resp
11	Spectrogram 1	1	205.790048817	205.854972625	766.400	3140.100	fem_resp
12	Waveform 1	1	243.870577981	246.035451154	670.600	3310.400	PB_trill
12	Spectrogram 1	1	243.870577981	246.035451154	670.600	3310.400	PB_trill
13	Waveform 1	1	263.004471413	263.076111476	840.900	2895.300	fem_resp
13	Spectrogram 1	1	263.004471413	263.076111476	840.900	2895.300	fem_resp
14	Waveform 1	1	273.899297131	273.966459691	1075.100	3321.100	fem_resp
14	Spectrogram 1	1	273.899297131	273.966459691	1075.100	3321.100	fem_resp
15	Waveform 1	1	288.012957672	288.073403976	723.800	3182.700	fem_resp
15	Spectrogram 1	1	288.012957672	288.073403976	723.800	3182.700	fem_resp
16	Waveform 1	1	297.136133100	297.212250667	702.500	3257.200	fem_resp
16	Spectrogram 1	1	297.136133100	297.212250667	702.500	3257.200	fem_resp
17	Waveform 1	1	303.903144648	306.074734076	904.800	3416.900	PB_trill
17	Spectrogram 1	1	303.903144648	306.074734076	904.800	3416.900	PB_trill
18	Waveform 1	1	327.683798215	327.768870791	745.100	3268.100	fem_resp
18	Spectrogram 1	1	327.683798215	327.768870791	745.100	3268.100	fem_resp
19	Waveform 1	1	345.367225348	345.436626659	755.800	3076.300	fem_resp
19	Spectrogram 1	1	345.367225348	345.436626659	755.800	3076.300	fem_resp
20	Waveform 1	1	356.509908535	356.574832342	755.800	3267.900	fem_resp
20	Spectrogram 1	1	356.509908535	356.574832342	755.800	3267.900	fem_resp
21	Waveform 1	1	363.966854336	366.120533749	723.800	3267.900	PB_trill
21	Spectrogram 1	1	363.966854336	366.120533749	723.800	3267.900	PB_trill
