Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Name
5	Spectrogram 1	1	96.409343217	96.474182017	612.5	3422.8	fem_resp
8	Spectrogram 1	1	163.941048662	164.010359103	864.7	3314.7	fem_resp
12	Spectrogram 1	1	245.290718656	245.362264918	936.8	3386.8	fem_resp
14	Spectrogram 1	1	261.130612720	261.197687340	900.7	3350.7	fem_resp
19	Spectrogram 1	1	370.424425348	370.502679072	846.7	3314.7	fem_resp
2	Spectrogram 1	1	3.826815855	3.889418834	972.8	3278.7	PB_female
4	Spectrogram 1	1	64.772614924	64.839689544	918.7	3242.6	PB_female
7	Spectrogram 1	1	125.747728806	125.814803426	882.7	3296.7	PB_female
10	Spectrogram 1	1	186.715886082	186.787432344	936.8	3350.7	PB_female
13	Spectrogram 1	1	247.691080917	247.753683896	900.7	1729.4	PB_female
16	Spectrogram 1	1	308.668181665	308.728548823	1026.8	1711.4	PB_female
18	Spectrogram 1	1	369.638325618	369.703164418	954.8	3278.7	PB_female
1	Spectrogram 1	1	0.847376038	2.774653464	414.3	2720.2	PB_trill
3	Spectrogram 1	1	61.815533314	63.727159995	432.4	3098.5	PB_trill
6	Spectrogram 1	1	122.720259227	124.696724708	432.4	3116.5	PB_trill
9	Spectrogram 1	1	183.686180682	185.671589446	432.4	3188.6	PB_trill
11	Spectrogram 1	1	244.722820204	246.650097630	450.4	2972.4	PB_trill
15	Spectrogram 1	1	305.639553793	307.618255095	414.3	2846.3	PB_trill
17	Spectrogram 1	1	366.611354514	368.578876713	432.4	2666.2	PB_trill
